,A薬品庫右,A薬品庫左,B薬品庫,冷蔵①,冷蔵②,冷蔵③,冷蔵④,冷蔵⑤,冷蔵⑥,冷凍,D薬品庫,無水箱,個人所有,その他,3階試薬庫,none,メーカー名,規格名,CAS No.,内容量,内容量単位,未開封,開封,SMILES,構造式,官能基,,薬品名（日本語Ⅰ）,薬品名（日本語Ⅱ）,薬品名（日本語Ⅲ）,薬品名（英語Ⅰ）,薬品名（英語Ⅱ）,薬品名（英語Ⅲ）,メーカー（日本語）,メーカー（英語）,規格（日本語）,規格（英語）,内容量,内容量単位（日本語）,内容量単位（英語）,比重,保存方法（日本語）,保存方法（英語）,廃棄区分（日本語）,廃棄区分（英語）,PRTR 種別（薬品）,PRTR 管理番号（薬品）,PRTR 含有率（%）（薬品）,CAS No.,薬品ラベルバーコードNo.,製品番号,標準価格（円）,示性式,容器区分（日本語）,容器区分（英語）,形状,純度規格,式量,物性,管理方法（日本語）,管理方法（英語）,管理方法単位（日本語）,管理方法単位（英語）,計量方法（日本語）,計量方法（英語）,計量方法単位（日本語）,計量方法単位（英語）,入力方法（日本語）,入力方法（英語）,使用期限・未開封（年）,使用期限・未開封（日）,使用期限・開封（年）,使用期限・開封（日）,オリジナルワード,SDS（英語）,構造式（日本語）,構造式（英語）,分子式,増減許容値（+）,増減許容値（+）単位（日本語）,増減許容値（+）単位（英語）,増減許容値（-）,増減許容値（-）単位（日本語）,増減許容値（-）単位（英語）,増減許容値（%+）,増減許容値（%-）
カルバゾクロムスルホン酸ナトリウム三水和物 (25g),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,和光純薬工業(株),生化学用, 51460-26-5,25,g,1,0,,,,,カルバゾクロムスルホン酸ナトリウム三水和物 (25g),,,Carbazochrome Sodium Sulfonate Trihydrate,,,和光純薬工業(株),,生化学用,,25,g,g,1,室温,,-,-,,,, 51460-26-5,4.99E+12,038-13652,9100,C10H11N4NaO5S・3H2O,-,-,橙色の粉末,99+%(HPLC),376.32,mp. 約210℃ (dec.) ,単位管理,Unit Management,本,本,-,-,,,-,-,,,,,,,,,,,,,,,,,
カルバマゼピン,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 298-46-4,10,g,1,0,,,,,カルバマゼピン,,,Carbamazepin,,,東京化成工業株式会社,,-,-,10,g,g,1,-,-,-,-,,,, 298-46-4,DDJFG,C1095,7100,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
カルバマゼピン (10g),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,和光純薬工業(株),生化学用, 298-46-4,10,g,1,0,,,,,カルバマゼピン (10g),,,Carbamazepine,,,和光純薬工業(株),,生化学用,,10,g,g,1,室温,,-,-,,,, 298-46-4,4.99E+12,030-10591,4800,C15H12N2O,-,-,,97.0+% (Absorptiomet,,mp. 189～193℃,単位管理,Unit Management,本,本,-,-,,,-,-,,,,,,,,,,,,,,,,,
キサントン,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 90-47-1,25,g,1,0,,,,,キサントン,,,Xanthone,,,東京化成工業株式会社,,-,-,25,g,g,1,-,-,-,-,,,, 90-47-1,LTCKG,X0005,8000,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
キニーネ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ナカライテスク（株）,ＥＰ, 130-95-0,5,g,1,0,,,,,キニーネ,,,Quinine,,,ナカライテスク（株）,,ＥＰ,,5,g,g,1,-,-,-,-,,,, 130-95-0,1S4VK,29923-14,6500,C20H24N2O2,,,,≧98.0%(T),324.42,mp. 176℃ ,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
キニーネ塩酸塩,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ナカライテスク（株）,ＥＰ, 6119-47-7,25,g,1,0,,,,,キニーネ塩酸塩,,,Quinine Hydrochloride,,,ナカライテスク（株）,,ＥＰ,,25,g,g,1,-,-,-,-,,,, 6119-47-7,1S3VE,29910-32,8400,C20H24N2O2・HCl・2H2O,,,,≧98.0%（乾燥後）(T),396.91,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
キニジン硫酸塩二水和物,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 6591-63-5,5,g,1,0,,,,,キニジン硫酸塩二水和物,,,Quinidine SulfateDihydrate,,,東京化成工業株式会社,,-,-,5,g,g,1,-,-,-,-,,,, 6591-63-5,JEHEG,Q0010,3700,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
キノキサリン,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 91-19-0,25,g,1,0,,,,,キノキサリン,,,Quinoxaline,,,東京化成工業株式会社,,-,-,25,g,g,1,冷蔵貯蔵,,-,-,,,, 91-19-0,JERKG,Q0020,5800,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
ギ酸,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 64-18-6,300,ml,1,0,,,,,ギ酸,,,,,,東京化成工業株式会社,,-,-,300,ml,ml,1,冷暗、密閉貯蔵,,-,-,,,, 64-18-6,,F0513TK,,,-,-,液体,,46.03,,単位管理,Unit Management,－,－,-,-,,,-,-,0,,99,99,,,,,C1／H2／O2,,,,,,,,
グアイアズレン (10g),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,(株)ワコーケミカル (和光純薬取扱),-, 489-84-9,10,g,1,0,,,,,グアイアズレン (10g),,,Guaiazulene,,,(株)ワコーケミカル (和光純薬取扱),,-,-,10,g,g,1,室温,,,,,,, 489-84-9,4.99E+12,320-20571,5900,C15H18,,,,96+%,,mp. 31.5℃ bp. 153℃/7mm,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
グアニジン塩酸塩,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 50-01-1,25,g,1,0,,,,,グアニジン塩酸塩,,,Guanidine Hydrochloride,,,東京化成工業株式会社,,-,-,25,g,g,1,-,-,-,-,,,, 50-01-1,FW7KG,G0162,2200,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
グアニジン炭酸塩,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ナカライテスク（株）,GR, 593-85-1,25,g,1,0,,,,,グアニジン炭酸塩,,,Ｇｕａｎｉｄｉｎｅ　Ｃａｒｂｏｎａｔｅ,,,ナカライテスク（株）,,GR,,25,g,g,1,-,-,-,-,,,, 593-85-1,11442,17316-02,1000,,-,-,,９８％（Ｔ）,,,単位管理,Unit Management,本,本,-,-,,,-,-,,,,,,,,,,,,,,,,,
グアニルチオ尿素,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 2114-02-5,25,g,2,0,,,,,グアニルチオ尿素,,,Guanylthiourea,,,東京化成工業株式会社,,-,-,25,g,g,1,-,-,-,-,,,, 2114-02-5,FY7KG,G0234,2400,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
グアニン (25g),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,富士フイルム和光純薬(株),和光特級, 73-40-5,25,g,1,0,,,,,グアニン (25g),,,Guanine,,,富士フイルム和光純薬(株),,和光特級,,25,g,g,1,室温,,-,-,,,, 73-40-5,4.99E+12,077-01092,10900,C5H5N5O,,,,97+%(Titration),,mp. > 300℃ ,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
くえん酸,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 77-92-9,500,g,1,0,,,,,くえん酸,,,Citric Acid,,,東京化成工業株式会社,,-,-,500,g,g,1,-,-,-,-,,,, 77-92-9,Q8DYG,C1949,1900,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
くえん酸 (25g),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,富士フイルム和光純薬(株),和光特級, 77-92-9,25,g,1,0,,,,,くえん酸 (25g),,,Citric Acid,,,富士フイルム和光純薬(株),,和光特級,,25,g,g,1.665,室温,,-,-,,,, 77-92-9,4.99E+12,036-05522,1600,HOOCCH2C(OH)(COOH)CH2COOH,,,,98+%(Titration),,mp. 153℃ ,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
くえん酸一水和物,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ナカライテスク（株）,特級(ＧＲ), 5949-29-1,25,g,1,0,,,,,くえん酸一水和物,,,Citric Acid Monohydrate,,,ナカライテスク（株）,,特級(ＧＲ),,25,g,g,1,-,-,-,-,,,, 5949-29-1,0JIMI,09106-02,1600,C6H8O7・H2O,,,,≧99.5%(T),210.14,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
ｸﾏﾘﾝ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,関東化学株式会社,鹿特級, 91-64-5,25,g,1,0,,,,,ｸﾏﾘﾝ,ｸﾏﾘﾝ,,Coumarin,Cumarin,,関東化学株式会社,"Kanto Chemical Co., Inc.",鹿特級,,25,g,g,1,-,-,-,-,,,, 91-64-5,0745030J,07450-30,1800,C9H6O2,ガラスビン,,,>98.0%(GC),146.1421,bp.297℃～299℃ mp.69℃ Fp.151℃,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,91645.jpg,,C9／H6／O2,,,,,,,,
クマリン-3-カルボン酸,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 531-81-7,5,g,1,0,,,,,クマリン-3-カルボン酸,,,Coumarin-3-carboxylic Acid,,,東京化成工業株式会社,,-,-,5,g,g,1,-,-,-,-,,,, 531-81-7,2KXEG,C3129,4800,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
クマリン酸,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 500-05-0,5,g,1,0,,,,,クマリン酸,,,Coumalic Acid,,,東京化成工業株式会社,,-,-,5,g,g,1,-,-,-,-,,,, 500-05-0,CTZEG,C0391,3200,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
"グリオキサール (39%水溶液, 約8.8mol/L)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 107-22-2,500,g,2,0,,,,,"グリオキサール (39%水溶液, 約8.8mol/L)",,,"Glyoxal(39% in Water, ca. 8.8mol/L)",,,東京化成工業株式会社,,-,-,500,g,g,1.27,-,-,-,-,1,84,100, 107-22-2,FWXYG,G0152,2500,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
グリクラジド (10g),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,富士フイルム和光純薬(株),生化学用, 21187-98-4,10,g,5,1,,,,,グリクラジド (10g),,,Gliclazide,,,富士フイルム和光純薬(株),,生化学用,,10,g,g,1,冷蔵貯蔵,,-,-,,,, 21187-98-4,4.99E+12,071-04731,13400,C15H21N3O3S,,,,98+%(Titration),,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
グリコール酸 (25g),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,富士フイルム和光純薬(株),和光一級, 79-14-1,25,g,1,0,,,,,グリコール酸 (25g),,,Glycolic Acid,,,富士フイルム和光純薬(株),,和光一級,,25,g,g,1.27,室温,,-,-,,,, 79-14-1,4.99E+12,071-01512,2250,HOCH2COOH,,,,97+%(Titration),,mp. 75～81℃ ,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
グリコシアミン,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 352-97-6,25,g,1,0,,,,,グリコシアミン,,,Glycocyamine,,,東京化成工業株式会社,,-,-,25,g,g,1,-,-,-,-,,,, 352-97-6,FXCKG,G0167,6200,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
グリシン,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 56-40-6,25,g,1,0,,,,,グリシン,,,Glycine,,,東京化成工業株式会社,,-,-,25,g,g,1,-,-,-,-,,,, 56-40-6,FVGKG,G0099,2100,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
クリスタルバイオレット (25g),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,富士フイルム和光純薬(株),試薬特級 [JISマーク認定品目], 60662-33-1,25,g,1,0,,,,,クリスタルバイオレット (25g),,,Crystal Violet,,,富士フイルム和光純薬(株),,試薬特級 [JISマーク認定品目],,25,g,g,1,室温,,-,-,,,, 60662-33-1,4.99E+12,031-04852,6200,C25H30ClN3・9H2O,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
ｸﾘｿｲｼﾞﾝ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,関東化学株式会社,鹿1級, 532-82-1,25,g,1,0,,,,,ｸﾘｿｲｼﾞﾝ,"2,4-ｼﾞｱﾐﾉｱｿﾞﾍﾞﾝｾﾞﾝ塩酸塩",4-ﾌｪﾆﾙｱｿﾞ-m-ﾌｪﾆﾚﾝｼﾞｱﾐﾝ一塩酸塩,Chrysoidine,"2,4-Diaminoazobenzene hydrochloride",4-Phenylazo-m-phenylenediamine monohydrochloride,関東化学株式会社,"Kanto Chemical Co., Inc.",鹿1級,,25,g,g,1,-,-,-,-,,,, 532-82-1,0736731R,07367-31,9000,C6H5N:NC6H3(NH2)2･HCl,ガラスビン,,,,248.7104,mp.118℃～118.5℃,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,C12／H12／N4,,,,,,,,
グリピジド,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 29094-61-9,5,g,1,0,,,,,グリピジド,,,Glipizide,,,東京化成工業株式会社,,-,-,5,g,g,1,-,-,-,-,,,, 29094-61-9,WQVEG,G0369,25200,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
グリベンクラミド,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 10238-21-8,25,g,1,0,,,,,グリベンクラミド,,,Glibenclamide,,,東京化成工業株式会社,,-,-,25,g,g,1,冷蔵貯蔵,,-,-,,,, 10238-21-8,XH4KG,G0382,9300,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
クルクミン (合成),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 458-37-7,5,g,1,0,,,,,クルクミン (合成),,,Curcumin(Synthetic),,,東京化成工業株式会社,,-,-,5,g,g,1,冷凍貯蔵,,-,-,,,, 458-37-7,U0VEG,C2302,4900,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
クルクミン (天然),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 458-37-7,25,g,2,0,,,,,クルクミン (天然),,,Curcumin(Natural),,,東京化成工業株式会社,,-,-,25,g,g,1,-,-,-,-,,,, 458-37-7,CU6KG,C0434,11100,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
グルタル酸,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 110-94-1,25,g,1,0,,,,,グルタル酸,,,Glutaric Acid,,,東京化成工業株式会社,,-,-,25,g,g,1,-,-,-,-,,,, 110-94-1,FUMKG,G0069,2100,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
クレアチニン (25g),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,富士フイルム和光純薬(株),和光特級, 60-27-5,25,g,1,0,,,,,クレアチニン (25g),,,Creatinine,,,富士フイルム和光純薬(株),,和光特級,,25,g,g,1,室温,,-,-,,,, 60-27-5,4.99E+12,031-04592,4800,C4H7N3O,,,,99+%(Titration),,mp. 255℃ (dec.) ,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
クレアチン一水和物,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ナカライテスク（株）,GR, 6020-87-7,25,g,1,0,,,,,クレアチン一水和物,,,Creatine Monohydrate,,,ナカライテスク（株）,,GR,,25,g,g,1,-,-,-,-,,,, 6020-87-7,0KN22,09630-22,2950,C4H9N3O2・H2O,,,,≧98.0%（乾燥物換算）(T),149.15,mp. 292℃(分解) ,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
クロキサシリンナトリウム一水和物,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 7081-44-9,5,g,1,0,,,,,クロキサシリンナトリウム一水和物,,,Cloxacillin Sodium SaltMonohydrate,,,東京化成工業株式会社,,-,-,5,g,g,1,冷蔵貯蔵,,-,-,,,, 7081-44-9,T7PEG,C2244,18600,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
クロニキシン,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 17737-65-4,5,g,2,0,,,,,クロニキシン,,,Clonixin,,,東京化成工業株式会社,,-,-,5,g,g,1,-,-,-,-,,,, 17737-65-4,XY5EG,C2619,9800,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
クロラニル,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 118-75-2,25,g,1,0,,,,,クロラニル,,,Chloranil,,,東京化成工業株式会社,,-,-,25,g,g,1,-,-,-,-,,,, 118-75-2,KNYKG,T0061,2200,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
クロラニル酸,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 87-88-7,25,g,2,0,,,,,クロラニル酸,,,Chloranilic Acid,,,東京化成工業株式会社,,-,-,25,g,g,1,-,-,-,-,,,, 87-88-7,CK9KG,C0077,8100,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
クロロゲン酸,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 327-97-9,1,g,1,0,,,,,クロロゲン酸,,,Chlorogenic Acid,,,東京化成工業株式会社,,-,-,1,g,g,1,-,-,-,-,,,, 327-97-9,CN5BG,C0181,9500,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
クロロチアジド,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 58-94-6,25,g,1,0,,,,,クロロチアジド,,,Chlorothiazide,,,東京化成工業株式会社,,-,-,25,g,g,1,冷蔵貯蔵,,-,-,,,, 58-94-6,UCPKG,C2259,10400,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
ｸﾛﾛﾄﾘﾒﾁﾙｼﾗﾝ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,保護基, 75-77-4,25,ml,2,0,,,,,ｸﾛﾛﾄﾘﾒﾁﾙｼﾗﾝ,,,Chlorotrimethylsilane,,,東京化成工業株式会社,,保護基,,25,ml,ml,0.86,冷蔵貯蔵,,-,-,,,, 75-77-4,CRMKM,C0306,1700,,ガラスビン,,,,,,単位管理,Unit Management,本,本,-,-,,,-,-,10,,,,ｃｐｇ,,,,,,,,,,,,
クロロベンゼン,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 108-90-7,500,g,1,0,,,,,クロロベンゼン,,,Chlorobenzene,,,東京化成工業株式会社,,-,-,500,g,g,1.11,-,-,-,-,1,125,100, 108-90-7,Q7EYG,C1948,1900,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
クロロホルム,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ナカライテスク（株）,ＥＰ, 67-66-3,500,ml,1,0,,,,,クロロホルム,,,Chloroform,,,ナカライテスク（株）,,ＥＰ,,500,ml,ml,1.47,-,-,-,-,1,127,100, 67-66-3,0I089,08401-65,1500,CHCl3,,,,≧98.0%(GC),119.38,mp. -64℃ bp. 61℃,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
クロロホルム-d 1 (重水素化率99.8％) TMS 0.03vol％添加,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Aldrich,NMR用, 865-49-6,100,ml,1,0,,,,,クロロホルム-d 1 (重水素化率99.8％) TMS 0.03vol％添加,,,"Chloroform-d 1♯,99.8％ TMS 0.03％♯",,,Aldrich,,NMR用,,100,ml,ml,1,冷暗貯蔵,,-,-,1,127,100, 865-49-6,,"22,578-9",7300,CDCl3,ガラスビン,,,,120.38,,単位管理,Unit Management,本,本,-,-,,,-,-,1,,,,nmr,,,,C1／CL3／D1,,,,,,,,
"けい素, 粉末, 99.9% (25g)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,富士フイルム和光純薬(株),-, 7440-21-3,25,g,1,0,,,,,"けい素, 粉末, 99.9% (25g)",,,"Silicon, Powder, 99.9%",,,富士フイルム和光純薬(株),,-,-,25,g,g,2.336,室温,,-,-,,,, 7440-21-3,4.99E+12,191-05582,10400,Si,,,,99.9+%(Subtracting M,,"mp. 1410℃ bp. 約3,280℃",単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
ケトプロフェン,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 22071-15-4,25,g,1,0,,,,,ケトプロフェン,,,Ketoprofen,,,東京化成工業株式会社,,-,-,25,g,g,1,-,-,-,-,,,, 22071-15-4,NSMKG,K0038,11900,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
ゲフィチニブ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 184475-35-2,1,g,1,0,,,,,ゲフィチニブ,,,Gefitinib,,,東京化成工業株式会社,,-,-,1,g,g,1,冷蔵貯蔵,,-,-,,,, 184475-35-2,6AXBG,G0546,8600,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
